latitude (dec.degrees),longitude (dec.degrees),adam_naam,norel,hhi,minecorop
51.967,6.317,Ambt Doetinchem,1.112009705,0.519788264,Achterhoek
50.829,5.686,Sint Pieter,1.117589893,0.877077435,Zuid-Limburg
53.004,6.761,Gieten,1.128503822,0.892150861,Noord-Drenthe
52.247,4.99,Baambrugge,1.131071191,0.412662644,Utrecht
52.77,6.239,Havelte,1.144819691,0.905746097,Zuidoost-Drenthe
51.933,4.783,Bergambacht,1.146575767,0.842224035,Oost-Zuid-Holland
NA,NA,Leidschendam [2],1.161369193,0.373439824,Gravenhage
52.168,4.637,Woubrugge,1.163331782,0.397871957,Oost-Zuid-Holland
51.987,4.668,Moordrecht,1.164294955,0.590862367,Oost-Zuid-Holland
52.24,4.449,Noordwijk,1.174230403,0.387347226,Agglomeratie Leiden en Bollenstreek
52.586,6.281,Nieuwleusen,1.178101178,0.787536711,Noord-Overijssel
51.563,3.497,Domburg,1.178451178,0.617234864,Overig Zeeland
51.817,4.925,De Werken en Sleeuwijk,1.183800623,0.476016401,Midden-Noord-Brabant
51.851,4.327,Spijkenisse,1.187214612,0.60186816,Groot-Rijnmond
51.576,3.616,Vrouwenpolder,1.198801199,0.449910594,Overig Zeeland
51.732,4.439,Numansdorp,1.199236849,0.799955634,Groot-Rijnmond
53.196,7.017,Midwolda,1.221640489,0.592780668,Oost-Groningen
51.274,3.445,Aardenburg,1.227897839,0.456381498,Zeeuwsch-Vlaanderen
52.156,4.532,Leiderdorp,1.230377599,0.362299394,Agglomeratie Leiden en Bollenstreek
51.566,3.551,Oostkapelle,1.238938053,0.407429889,Overig Zeeland
52.548,4.665,Castricum,1.244223249,0.6342966,IJmond
53.381,6.859,Bierum,1.245136187,0.488188604,Delfzijl en omgeving
51.865,6.487,Dinxperlo,1.25432526,0.842164629,Achterhoek
51.566,4.811,Ginneken en Bavel,1.256038647,0.799068873,West-Noord-Brabant
NA,NA,s-Gravenpolder,1.260504202,0.325574921,Overig Zeeland
52.458,5.037,Monnickendam,1.266857376,0.353930475,Groot-Amsterdam
52.763,6.36,Ruinen,1.268898488,0.814927698,Zuidoost-Drenthe
52.312,6.929,Oldenzaal,1.276659658,0.640305905,Twente
52.449,5.834,Elburg,1.279863481,0.892928617,Veluwe
51.677,5.021,Vrijhoeve-Capelle,1.289134438,0.633931555,Midden-Noord-Brabant
52.141,5.074,Maarsseveen,1.29776496,0.418212203,Utrecht
51.37,3.661,Hoofdplaat,1.312910284,0.627186363,Zeeuwsch-Vlaanderen
53.139,6.928,Meeden,1.315789474,0.602069481,Oost-Groningen
52.591,6.09,Hasselt,1.340594889,0.574286088,Noord-Overijssel
NA,NA,s-Heer Arendskerke,1.340645948,0.371285282,Overig Zeeland
52.704,4.943,Opmeer,1.348314607,0.503728187,Kopvan Noord-Holland
52.388,6.042,Heerde,1.355395177,0.906956373,Veluwe
52.854,6.319,Diever,1.375332742,0.617454943,Zuidoost-Drenthe
51.498,3.914,Kloetinge,1.378359752,0.651271804,Overig Zeeland
52.667,6.283,De Wijk,1.378834885,0.730027937,Zuidoost-Drenthe
52.178,5.292,Soest,1.381162478,0.419930419,Utrecht
52.306,4.862,Nieuwer-Amstel,1.38575572,0.372476772,Groot-Amsterdam
52.015,6.138,Doesburg,1.398601399,0.874506438,Arnhem/Nijmegen
53.066,6.458,Norg,1.398739165,0.525087819,Noord-Drenthe
52.086,4.884,Woerden,1.407716371,0.385840736,Utrecht
51.934,5.939,Huissen,1.41509434,0.980998604,Zuidoost-Noord-Brabant
51.938,4.43,Overschie,1.421220289,0.509640657,Groot-Rijnmond
52.733,6.167,Nijeveen,1.430722892,0.62128089,Zuidoost-Drenthe
51.686,3.899,Kerkwerve,1.431980907,0.4716537,Overig Zeeland
52.508,4.85,Jisp,1.436781609,0.663579801,Zaanstreek
52.743,4.765,Harenkarspel,1.440809969,0.477274058,Kopvan Noord-Holland
51.424,3.736,Borsele,1.457975986,0.36018985,Overig Zeeland
52.042,4.393,Nootdorp,1.458080194,0.473697814,Gravenhage
51.786,5.079,Poederoijen,1.469045121,1,Zuidwest-Gelderland
52.68,5.952,Stad Vollenhove,1.478415139,0.617451062,Noord-Overijssel
52.723,4.738,Warmenhuizen,1.481481481,0.453075006,Kopvan Noord-Holland
52.491,4.642,Wijk aan Zee en Duin,1.509433962,0.49307461,IJmond
52.056,5.292,Driebergen,1.510721248,0.46036924,Utrecht
51.824,4.412,Oud-Beijerland,1.519154557,0.636111325,Groot-Rijnmond
51.65,4.04,Oosterland,1.52173913,0.595629943,Overig Zeeland
52.574,4.998,Oosthuizen,1.527403414,0.787813349,Groot-Amsterdam
51.73,3.817,Ellemeet,1.53256705,0.914056231,Overig Zeeland
52.388,6.135,Wijhe,1.547212742,0.517505728,Zuidwest-Overijssel
52.141,5.043,Maarssen,1.549413735,0.422692607,Utrecht
52.771,6.803,Sleen,1.563263312,0.750959245,Zuidoost-Drenthe
51.956,4.963,Ameide,1.56626506,0.923168771,Zuidoost-Zuid-Holland
51.822,4.771,Sliedrecht,1.566319602,0.707599969,Zuidoost-Zuid-Holland
52.583,5.934,Grafhorst,1.572327044,0.587047944,Noord-Overijssel
51.874,6.377,Gendringen,1.572739187,0.515373889,Achterhoek
52.033,5.346,Doorn,1.57950158,0.625535332,Utrecht
53.479,6.163,Schiermonnikoog,1.579778831,0.629076931,Noord-Friesland
51.893,5.095,Leerdam,1.592973053,0.653381961,Zuidoost-Zuid-Holland
51.683,4.35,Ooltgensplaat,1.598256448,0.45126924,Groot-Rijnmond
51.894,4.625,Krimpen aan de Lek,1.601993592,0.834045491,Groot-Rijnmond
52.124,4.445,Voorschoten,1.602661022,0.344166076,Agglomeratie Leiden en Bollenstreek
51.714,4.163,Nieuwe Tonge,1.608910891,0.931123769,Groot-Rijnmond
51.96,6.29,Stad Doetinchem,1.615949633,0.494821485,Achterhoek
51.864,4.996,Arkel,1.62037037,0.844813841,Zuidoost-Zuid-Holland
51.811,4.341,Nieuw-Beijerland,1.62601626,0.455533244,Groot-Rijnmond
51.904,4.166,Brielle,1.633298209,0.64273871,Groot-Rijnmond
52.083,4.75,Bodegraven,1.670551671,0.404794534,Oost-Zuid-Holland
51.917,4.6,Krimpen aan den IJssel,1.681415929,0.876705042,Groot-Rijnmond
51.549,4.077,Sint Maartensdijk,1.68579627,0.888052318,Overig Zeeland
51.923,4.254,Maassluis,1.689373297,0.406948048,Groot-Rijnmond
51.309,3.778,Hoek,1.692365551,0.541997098,Zeeuwsch-Vlaanderen
52.136,5.427,Leusden,1.693693694,0.487363047,Utrecht
51.548,3.667,Veere,1.694915254,0.449536917,Overig Zeeland
52.772,4.745,Sint Maarten,1.696512724,0.521190901,Overig Zeeland
51.848,4.241,Abbenbroek,1.709401709,0.938176854,Groot-Rijnmond
53.256,6.459,Aduard,1.709401709,0.490145912,Overig Groningen
52.76,5.076,Opperdoes,1.712328767,0.474527229,Kopvan Noord-Holland
52.051,5.269,Rijsenburg,1.714285714,0.407792219,Utrecht
51.956,5.228,Culemborg,1.720075401,0.798981689,Zuidwest-Gelderland
51.588,4.776,Breda,1.723319581,0.704446723,West-Noord-Brabant
51.887,5.435,Tiel,1.729918198,0.946716645,Zuidwest-Gelderland
53.387,6.393,Kloosterburen,1.737835154,0.370126092,Overig Groningen
51.266,3.909,Axel,1.758997169,0.324882324,Zeeuwsch-Vlaanderen
52.291,4.582,Hillegom,1.780341023,0.411735723,Agglomeratie Leiden en Bollenstreek
51.817,4.648,Zwijndrecht,1.781170483,0.486048345,Zuidoost-Zuid-Holland
53.413,6.723,Uithuizermeeden,1.782363977,0.522683631,Overig Groningen
52.857,6.21,Vledder,1.793400287,0.699393489,Zuidoost-Drenthe
52.301,5.624,Ermelo,1.804272517,0.934340236,Veluwe
51.898,4.685,Lekkerkerk,1.805149987,0.718249988,Groot-Rijnmond
52.039,5.666,Ede,1.806338606,0.702001671,Veluwe
51.794,4.277,Goudswaard,1.825095057,0.829325468,Groot-Rijnmond
51.83,4.687,Papendrecht,1.836940111,0.888277419,Zuidoost-Zuid-Holland
52.704,6.123,Wanneperveen,1.845280341,0.776882703,Noord-Overijssel
51.771,4.963,Almkerk,1.858955444,0.487811007,Midden-Noord-Brabant
52.233,6.587,Goor,1.874414246,0.561395683,Twente
52.148,4.654,Oudshoorn,1.937207749,0.452460042,Oost-Zuid-Holland
51.912,4.098,Oostvoorne,1.95035461,0.823211138,Zuidoost-Zuid-Holland
51.887,4.683,Nieuw-Lekkerland,1.958525346,0.610757062,Zuidoost-Zuid-Holland
51.971,6.72,Winterswijk,1.959662423,0.605189045,Achterhoek
52.82,5.975,Oldemarkt,1.965973535,0.597744915,Noord-Overijssel
NA,NA,Loenen [2],1.974183751,0.513374185,Utrecht
51.813,5.249,Zaltbommel,1.987618117,0.91218475,Zuidwest-Gelderland
52.661,6.741,Coevorden,1.993289915,0.430462303,Zuidoost-Drenthe
52.637,4.835,Oterleek,1.997146933,0.641370514,Alkmaar e.o.
51.917,6.357,Wisch,2.003313752,0.667345114,Achterhoek
51.891,5.897,Bemmel,2.011494253,0.994147797,Arnhem/Nijmegen
53.176,6.972,Scheemda,2.027353178,0.645666199,Oost-Groningen
NA,NA,Bergen [NH],2.057245081,0.507224829,Alkmaar e.o.
51.689,3.982,Dreischor,2.058590657,0.977556727,Overig Zeeland
53.297,7.045,Termunten,2.067464635,0.699959259,Delfzijl en omgeving
52.986,6.647,Rolde,2.077294686,0.945880101,Noord-Drenthe
52.561,4.831,Graft,2.099533437,0.458171538,Groot-Amsterdam
52.339,4.962,Diemen,2.099737533,0.457292728,Groot-Amsterdam
51.87,4.602,Ridderkerk,2.112450656,0.54510687,Groot-Rijnmond
52.745,5.219,Andijk,2.121001391,0.391828728,Kopvan Noord-Holland
NA,NA,s-Gravenzande,2.168334616,0.520696071,Delft en Westland
53.323,6.694,Stedum,2.181656278,0.511278777,Delfzijl en omgeving
53.132,6.565,Eelde,2.203856749,0.813607439,Noord-Drenthe
51.372,3.472,Nieuwvliet,2.217741935,0.858977575,Zeeuwsch-Vlaanderen
51.409,3.884,Baarland,2.278820375,0.327575403,Overig Zeeland
NA,NA,Koudekerke [Walcheren],2.283105023,0.485846675,Overig Zeeland
53.069,7.077,Wedde,2.296319597,0.90448601,Oost-Groningen
51.826,4.342,Hekelingen,2.296450939,0.974580411,Groot-Rijnmond
51.927,4.809,Ammerstol,2.297939778,0.974383818,Oost-Zuid-Holland
52.33,5.069,Muiden,2.311895755,0.4740795,Het Gooi en Vechtstreek
51.979,5.797,Doorwerth,2.374670185,0.949532505,Arnhem/Nijmegen
51.758,4.167,Middelharnis,2.378063577,0.626447208,Groot-Rijnmond
53.408,6.673,Uithuizen,2.382743918,0.395364988,Overig Groningen
53.044,6.699,Anloo,2.384701912,0.899431352,Noord-Drenthe
51.759,4.151,Sommelsdijk,2.387774594,0.6760161,Groot-Rijnmond
51.823,5.629,Batenburg,2.43902439,0.9509375,Arnhem/Nijmegen
53.358,6.074,Oostdongeradeel,2.466610516,0.467801233,Noord-Friesland
53.332,6.747,Loppersum,2.507936508,0.474034309,Delfzijl en omgeving
53.276,6.694,Ten Boer,2.511838583,0.533780593,Overig Groningen
52.106,4.729,Zwammerdam,2.514231499,0.395855814,Oost-Zuid-Holland
53.309,6.442,Ezinge,2.51860332,0.558593191,Overig Groningen
51.425,3.913,Hoedekenskerke,2.521670607,0.36312525,Overig Zeeland
52.196,4.755,Nieuwveen,2.536824877,0.361002368,Oost-Zuid-Holland
51.866,4.244,Heenvliet,2.580645161,0.682760625,Groot-Rijnmond
52.243,4.831,Uithoorn,2.593440122,0.426703333,Groot-Amsterdam
52.141,4.729,Aarlanderveen,2.595700052,0.347533425,Oost-Zuid-Holland
52.29,4.67,Haarlemmermeer,2.597736626,0.332353975,Groot-Amsterdam
52.548,4.911,Beemster,2.60183408,0.441083632,Groot-Amsterdam
53.144,6.268,Marum,2.605008078,0.591332464,Overig Groningen
52.321,4.599,Bennebroek,2.606635071,0.462254874,Agglomeratie Haarlem
52.771,5.106,Medemblik,2.627147188,0.370018669,Kopvan Noord-Holland
53.275,6.535,Adorp,2.646351243,0.469125985,Overig Groningen
51.598,3.527,Biggekerke,2.685421995,0.424738526,Overig Zeeland
52.656,4.82,Heerhugowaard,2.710843373,0.457604309,Alkmaar e.o.
53.303,6.394,Oldehove,2.733686067,0.480541817,Overig Groningen
51.917,4.399,Schiedam,2.735448414,0.358715267,Groot-Rijnmond
52.617,6.367,Avereest,2.744403693,0.502308455,Noord-Overijssel
52.837,4.697,Callantsoog,2.744630072,0.744291467,Kopvan Noord-Holland
52.917,5.45,Hemelumer Oldeferd,2.753195674,0.490240165,Zuidoost-Friesland
53.215,6.157,Achtkarspelen,2.765012851,0.451803711,Noord-Friesland
52.459,5.105,Marken,2.765321375,0.581757307,Groot-Amsterdam
52.372,4.53,Zandvoort,2.793885082,0.585229298,Agglomeratie Haarlem
52.109,5.18,De Bilt,2.832722833,0.628350928,Utrecht
52.513,4.965,Purmerend,2.8458089,0.409613293,Groot-Amsterdam
51.651,3.919,Zierikzee,2.878965922,0.473013443,Overig Zeeland
53.331,6.516,Winsum,2.887931034,0.478498167,Overig Groningen
51.448,4.035,Kruiningen,2.902023429,0.487674888,Overig Zeeland
52.6,4.701,Heiloo,2.91431057,0.441902404,Alkmaar e.o.
52.089,5.235,Zeist,2.943932532,0.468457851,Utrecht
52.559,5.915,Kampen,2.972904533,0.386105054,Noord-Overijssel
52.767,6.883,Emmen,3.014639436,0.459348124,Zuidoost-Drenthe
53.467,6.25,Kollumerland en Nieuwkruisland,3.048155738,0.487692745,Noord-Friesland
51.83,4.976,Gorinchem,3.06557377,0.510575551,Zuidoost-Zuid-Holland
51.886,4.542,IJsselmonde,3.070452156,0.565376749,Groot-Rijnmond
51.714,3.9,Duivendijke,3.090909091,0.433325472,Overig Zeeland
53.3,6.6,Bedum,3.092783505,0.433483935,Overig Groningen
52.687,4.809,Zuid-Scharwoude,3.136308806,0.42732344,Alkmaar e.o.
52.805,6.065,Steenwijkerwold,3.137057541,0.527550794,Noord-Overijssel
53.359,6.334,Ulrum,3.162690968,0.471648993,Overig Groningen
52.12,4.496,Zoeterwoude,3.171091445,0.462010563,Agglomeratie Leiden en Bollenstreek
52.004,4.39,Vrijenban,3.225806452,0.372839566,Delft en Westland
52.701,4.694,Schoorl,3.263234228,0.47753597,Alkmaar e.o.
52.512,6.094,Zwolle,3.268242549,0.438981017,Noord-Overijssel
52.6,4.89,Schermerhorn,3.270564916,0.546058267,Alkmaar e.o.
53.333,5.833,Ferwerderadeel,3.275883144,0.450680517,Noord-Friesland
51.609,4.82,Teteringen,3.28264095,0.669014946,West-Noord-Brabant
53.36,6.377,Leens,3.326561706,0.388995387,Overig Groningen
52.082,5.06,Oudenrijn,3.342618384,0.386956125,Utrecht
51.493,4.048,Yerseke,3.350837709,0.446669869,Overig Zeeland
52.803,4.703,Zijpe,3.362914526,0.539775755,Kopvan Noord-Holland
52.584,4.827,Zuid- en Noord-Schermer,3.370786517,0.779858668,Alkmaar e.o.
51.883,4.223,Zwartewaal,3.377386197,0.636348519,Groot-Rijnmond
51.977,5.736,Renkum,3.382027446,0.363296082,Arnhem/Nijmegen
53.347,6.641,Middelstum,3.382287494,0.46538783,Delfzijl en omgeving
52.785,4.844,Barsingerhorn,3.41697811,0.730873304,Kopvan Noord-Holland
53.161,6.377,Leek,3.43454455,0.534200352,Overig Groningen
52.011,4.71,Gouda,3.438593636,0.379674385,Oost-Zuid-Holland
53.017,5.617,Wymbritseradeel,3.474493133,0.423252305,Midden-Limburg
52.217,5.283,Baarn,3.518766756,0.399784168,Utrecht
52.393,4.994,Ransdorp,3.528801245,0.71807189,Groot-Amsterdam
53.028,7.109,Vlagtwedde,3.536393363,0.523409707,Oost-Groningen
52.005,6.03,Rheden,3.538161058,0.919659148,Arnhem/Nijmegen
52.307,5.043,Weesp,3.546700579,0.455663481,Het Gooi en Vechtstreek
52.528,4.981,Kwadijk,3.556485356,0.729504378,Groot-Amsterdam
51.465,3.595,Oost- en West-Souburg,3.5885934,0.539073043,Overig Zeeland
52.642,6.069,Zwartsluis,3.58917725,0.443584846,Noord-Overijssel
52.867,6.517,Beilen,3.596990273,0.578736529,Noord-Drenthe
52.133,4.65,Alphen aan den Rijn,3.628155827,0.380458153,Oost-Zuid-Holland
52.156,5.389,Amersfoort,3.628281118,0.375483305,Utrecht
52.089,5.122,Utrecht,3.649395829,0.374570564,Utrecht
51.968,5.666,Wageningen,3.654008439,0.474607003,Veluwe
52.559,4.848,De Rijp,3.680981595,0.367590101,Groot-Amsterdam
51.951,4.489,Hillegersberg,3.701456311,0.622346261,Groot-Rijnmond
52.265,4.765,Aalsmeer,3.738685557,0.308802764,Groot-Amsterdam
NA,NA,Waddinxveen [1],3.789802696,0.449513422,Oost-Zuid-Holland
52.392,4.939,Nieuwendam,3.828623519,0.423133802,Groot-Amsterdam
51.946,4.851,Schoonhoven,3.879134341,0.424212227,Oost-Zuid-Holland
51.833,4.139,Hellevoetsluis,3.940668585,0.524499837,Groot-Rijnmond
53.117,5.583,Hennaarderadeel,3.945281523,0.543058679,Noord-Friesland
52.161,6.415,Lochem,3.966547192,0.757334423,Achterhoek
53.09,4.814,Texel,3.996802558,0.368516966,Kopvan Noord-Holland
53.182,7.207,Nieuweschans,4.057661506,0.82725491,Oost-Groningen
53.213,6.274,Grootegast,4.081632653,0.418136403,Overig Groningen
52.862,4.826,Anna Paulowna,4.090225564,0.600388054,Kopvan Noord-Holland
53.244,6.627,Noorddijk,4.112149533,0.810995132,Overig Groningen
51.908,4.343,Vlaardingen,4.203792552,0.431658602,Groot-Rijnmond
53.244,6.407,Zuidhorn,4.217926186,0.493107718,Overig Groningen
52.184,4.471,Oegstgeest,4.220346513,0.332364743,Agglomeratie Leiden en Bollenstreek
51.838,4.132,Nieuw-Helvoet,4.228161149,0.644499264,Groot-Rijnmond
52.044,4.582,Zevenhuizen,4.26643448,0.694764725,Oost-Zuid-Holland
NA,NA,Rijswijk [ZH],4.288534003,0.367732577,Gravenhage
51.718,3.793,Noordwelle,4.338394794,0.929103614,Overig Zeeland
52.076,4.369,Voorburg,4.38434747,0.400288666,Gravenhage
52.296,5.162,Naarden,4.38822922,0.343770044,Het Gooi en Vechtstreek
51.931,6.072,Zevenaar,4.455445545,0.660089309,Arnhem/Nijmegen
53.275,4.982,Vlieland,4.464285714,0.886423851,Noord-Friesland
52.924,6.794,Borger,4.480183802,0.614937845,Zuidoost-Drenthe
53.364,6.461,Eenrum,4.651162791,0.479299791,Overig Groningen
52.012,4.359,Delft,4.673744553,0.360220578,Delft en Westland
53.104,7.008,Oude Pekela,4.699662212,0.469121672,Oost-Groningen
51.972,4.771,Stolwijk,4.72270364,0.79905414,Oost-Zuid-Holland
51.395,3.555,Breskens,4.777070064,0.735730025,Zeeuwsch-Vlaanderen
53.366,6.774,'t Zandt,4.785276074,0.541539351,Delfzijl en omgeving
53.116,7.165,Bellingwolde,4.849056604,0.874497367,Oost-Groningen
51.854,4.143,Nieuwenhoorn,4.901408451,0.752574628,Groot-Rijnmond
52.705,5.29,Enkhuizen,4.930304595,0.351270402,Kopvan Noord-Holland
52.498,4.812,Wormer,4.953145917,0.386034958,Zaanstreek
52.641,5.057,Hoorn,4.974582426,0.362832014,Kopvan Noord-Holland
52.355,6.663,Stad Almelo,5.006257822,0.428365088,Twente
51.926,6.581,Aalten,5.012646585,0.938904883,Achterhoek
52.972,6.792,Gasselte,5.024743053,0.700680078,Noord-Drenthe
52.632,4.749,Alkmaar,5.027509012,0.376994241,Alkmaar e.o.
53.447,5.67,Ameland,5.033238367,0.312238,Noord-Friesland
52.348,4.62,Heemstede,5.048790836,0.413275906,Agglomeratie Haarlem
52.078,4.577,Hoogeveen,5.050584888,0.4487628,Zuidoost-Drenthe
NA,NA,Sloten [NH],5.067785668,0.382463038,Groot-Amsterdam
52.25,6.911,Lonneker,5.069124424,0.511087103,Twente
52.788,5.841,Kuinre,5.087014726,0.684782198,Noord-Overijssel
53.22,6.34,Oldekerk,5.120702268,0.481438989,Overig Groningen
52.011,4.332,Hof van Delft,5.163265306,0.384160602,Veluwe
53.319,6.863,Appingedam,5.289099526,0.575153237,Delfzijl en omgeving
53.262,6.306,Grijpskerk,5.333333333,0.451147082,Overig Groningen
52.274,5.164,Bussum,5.371642723,0.341472786,Het Gooi en Vechtstreek
52.601,4.966,Oudendijk,5.394190871,0.961113035,Kopvan Noord-Holland
52.142,6.197,Zutphen,5.485261893,0.869920297,Achterhoek
52.714,4.804,Oudkarspel,5.487804878,0.523510806,Alkmaar e.o.
52.159,4.493,Leiden,5.546495459,0.385147966,Agglomeratie Leiden en Bollenstreek
52.074,4.661,Boskoop,5.619111709,0.336453208,Oost-Zuid-Holland
52.979,5.448,Workum,5.644379845,0.317300446,Zuidoost-Friesland
51.837,5.903,Ubbergen,5.696202532,0.680194586,Arnhem/Nijmegen
52.787,4.797,Schagen,5.859117841,0.483138784,Kopvan Noord-Holland
52.949,6.45,Smilde,5.921938089,0.521352279,Noord-Drenthe
52.672,4.805,Broek op Langendijk,6.031594064,0.375410453,Alkmaar e.o.
51.45,3.573,Vlissingen,6.057201704,0.40880961,Overig Zeeland
52.483,4.65,Beverwijk,6.078016329,0.441660363,IJmond
53.283,5.983,Dantumadeel,6.081412457,0.385782377,Noord-Friesland
53.366,6.634,Kantens,6.086095992,0.629162082,Overig Groningen
53.036,7.042,Onstwedde,6.10798568,0.41901203,Oost-Groningen
52.445,4.873,Oostzaan,6.144306652,0.836150565,Groot-Amsterdam
52.403,4.628,Bloemendaal,6.16966581,0.365307394,Agglomeratie Haarlem
52.456,4.639,Velsen,6.181439228,0.298001895,IJmond
53.107,6.876,Veendam,6.199261993,0.554733978,Oost-Groningen
52.256,6.163,Deventer,6.287112679,0.50117252,Zuidwest-Overijssel
53.011,5.623,IJlst,6.307490145,0.421936625,Zuidwest-Friesland
NA,NA,Hengelo [Ov],6.349997508,0.431309236,Twente
NA,NA,Middelburg [Ze],6.394397874,0.471227231,Overig Zeeland
52.726,5.962,Blokzijl,6.545961003,0.574946529,Noord-Overijssel
51.794,4.314,Piershil,6.571087216,0.56002708,Groot-Rijnmond
51.92,4.472,Rotterdam,6.611178763,0.394788205,Groot-Rijnmond
52.212,5.964,Apeldoorn,6.620863985,0.731577996,Veluwe
52.198,4.671,Rijnsaterwoude,6.810631229,0.336231138,Oost-Zuid-Holland
NA,NA,Laren [NH],6.837862048,0.691604721,Het Gooi en Vechtstreek
53.032,5.661,Sneek,6.857845775,0.361081805,Zuidoost-Friesland
52.468,4.743,Assendelft,6.928733032,0.466548964,Zaanstreek
51.813,4.669,Dordrecht,7.039154352,0.493116229,Zuidoost-Zuid-Holland
53.175,7.094,Beerta,7.174231332,0.860571666,Oost-Groningen
52.224,5.171,Hilversum,7.174873637,0.325556684,Het Gooi en Vechtstreek
53.363,5.965,Westdongeradeel,7.303084374,0.468305,Noord-Friesland
52.667,4.733,Koedijk,7.3089701,0.493973613,Alkmaar e.o.
52.413,4.685,Spaarndam,7.367280607,0.431751308,Agglomeratie Haarlem
52.957,4.761,Den Helder,7.378769469,0.373199202,Kopvan Noord-Holland
53.135,6.872,Muntendam,7.386363636,0.757831425,Oost-Groningen
53.194,6.872,Noordbroek,7.44777475,0.882840361,Oost-Groningen
NA,NA,Zuidbroek [Gr],7.475317348,0.76378603,Oost-Groningen
53.19,5.973,Tietjerksteradeel,7.476323863,0.485076621,Noord-Friesland
51.504,3.889,Goes,7.480314961,0.422746582,Overig Zeeland
52.348,6.66,Ambt Almelo,7.520305781,0.508069905,Twente
52.696,6.192,Meppel,7.663636364,0.494854958,Zuidwest-Drenthe
53.363,6.515,Baflo,7.723880597,0.472422012,Overig Groningen
52.786,6.116,Steenwijk,7.801534193,0.505998662,Noord-Overijssel
53.095,6.683,Zuidlaren,7.839819515,0.717138597,Noord-Drenthe
53.17,6.6,Haren,7.843137255,0.597217011,Overig Groningen
53.394,6.558,Warffum,8.420573509,0.54424645,Flevoland
53.083,6.865,Wildervank,8.531409168,0.518433444,Oost-Groningen
53.403,6.613,Usquert,8.621636463,0.761435605,Overig Groningen
52.738,4.894,Nieuwe Niedorp,8.634920635,0.521537667,Kopvan Noord-Holland
52.381,4.635,Haarlem,8.707679009,0.318361678,Agglomeratie Haarlem
53.211,6.801,Slochteren,8.849488401,0.62977181,Overig Groningen
51.845,5.864,Nijmegen,8.856036607,0.773714636,Arnhem/Nijmegen
52.664,4.785,Sint Pancras,8.858057631,0.616372053,Alkmaar e.o.
52.754,4.903,Winkel,8.949416342,0.822437521,Kopvan Noord-Holland
53.216,6.501,Hoogkerk,9.111470113,0.441467798,Overig Groningen
52.22,6.896,Enschede,9.213180901,0.408334018,Twente
52.399,4.921,Buiksloot,9.238776838,0.463050064,Groot-Amsterdam
53.332,6.926,Delfzijl,9.243697479,0.626028344,Delfzijl en omgeving
53.326,5.999,Dokkum,9.257375381,0.407799335,Noord-Friesland
53.063,5.524,Bolsward,9.808953522,0.361686795,Zuidoost-Friesland
53.076,6.962,Nieuwe Pekela,9.96570122,0.413188746,Oost-Groningen
53.073,5.442,Wonseradeel,9.97898342,0.440519973,Zuidoost-Friesland
NA,NA,s-Gravenhage,10.12164553,0.342630417,Gravenhage
51.983,5.917,Arnhem,10.24986216,0.758670511,Arnhem/Nijmegen
53.117,5.883,Baarderadeel,10.7180757,0.581741902,Noord-Friesland
52.95,5.8,Haskerland,10.79688286,0.522127811,Zuidoost-Friesland
52.417,4.655,Schoten,10.86125969,0.341705502,Agglomeratie Haarlem
52.351,4.935,Watergraafsmeer,10.91630407,0.235001291,Groot-Amsterdam
53.143,7.04,Winschoten,11.56043564,0.508925834,Oost-Groningen
53.392,5.315,Terschelling,11.58658659,0.782810634,Noord-Friesland
52.943,5.401,Hindeloopen,11.6970278,0.553773043,Zuidoost-Friesland
52.369,4.895,Amsterdam,11.81740622,0.252808405,Groot-Amsterdam
52.836,4.864,Wieringerwaard,12.68855368,0.683408107,Kopvan Noord-Holland
52.995,6.563,Assen,12.76496983,0.53074041,Noord-Drenthe
53.158,6.753,Hoogezand,12.77892368,0.560654428,Overig Groningen
52.273,5.244,Blaricum,12.80193237,0.635673964,Het Gooi en Vechtstreek
53.098,5.76,Rauwerd,12.92885518,0.417647685,Noord-Friesland
53.202,5.797,Leeuwarden,13.61097421,0.407754246,Noord-Friesland
52.883,5.36,Stavoren,13.79310345,0.391667952,Zuidoost-Friesland
53.217,5.517,Barradeel,13.80323054,0.486571522,Noord-Friesland
52.855,5.775,Lemsterland,13.93479909,0.460228049,Zuidoost-Friesland
53.187,5.541,Franeker,14.62967809,0.336931862,Noord-Friesland
52.882,6.022,Weststellingwerf,14.77692354,0.590734862,Zuidoost-Friesland
53.261,5.789,Leeuwarderadeel,14.83245303,0.442747352,Noord-Friesland
53.106,6.034,Smallingerland,15.40490847,0.431930319,Zuidoost-Friesland
53.217,5.667,Menaldumadeel,15.62959334,0.526974118,Noord-Friesland
52.988,6.289,Ooststellingwerf,15.94968312,0.691701061,Zuidoost-Friesland
53.083,5.833,Idaarderadeel,15.99147122,0.495808175,Noord-Friesland
52.464,4.772,Westzaan,16.65202109,0.428432486,Zaanstreek
53.218,6.566,Groningen,16.95415008,0.356028179,Overig Groningen
53.175,5.42,Harlingen,18.06249388,0.337134854,Noord-Friesland
52.501,4.77,Krommenie,18.32977588,0.376560946,Zaanstreek
52.489,4.798,Wormerveer,18.49963583,0.418523337,Zaanstreek
52.998,5.915,Aengwirden,20.03794166,0.563438667,Zuidoost-Friesland
52.947,6.039,Schoterland,20.06144594,0.633619919,Zuidoost-Friesland
