,gemnr,volgnr,gemnaam,provnr,bjaar,ejaar,adam_code,adam_naam,adam_begin,adam_eind,cbs66,cbs,nidi,wag_code,regio,egg,corop,euclidmidx,euclidmidy,opmerking,cbs66HED,gemnaam_unique,gemnaam_Genlias,adam_sd,adam_sm,adam_sy,adam_ed,adam_em,adam_ey,studsec_1909,train_1909,popul_1909,minecorop,protestant_dummy,Christelijk.Ge_1909,Doopsgezinden_1909,Evangelisch.Lu_1909,Hersteld.Evang,Kerkelijke.gez,NederlandsHer,Nederlands.Isr,Oud.Katholieke,Overige.kerkel,Remonstranten,RoomsKatholie,Waals.Hervormd,Portugees.Isra,Gereformeerde,Geen.kerkelijk,Prot_both,Prot_all,nons,sumrel,sumall,norel,hhi,comp,inchurch,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,hhi_2
52,926,1,Spaarndam,7,1812,1926,10192,Spaarndam,oudsher,01.05.1927,1185,NA,7055,7131,Haarlem,60,NA,10663,49214, ,1185,Spaarndam,Spaarndam,NA,NA,0,1,5,1927,0,0,923,Agglomeratie Haarlem,yes,9,12,4,1,0,492,0,0,23,1,266,2,0,45,68,537,564,68,855,923,7.367280607,0.431751308,0.568248692,0.926327194,0.010526316,0.014035088,0.004678363,0.001169591,0,0.575438596,0,0,0.026900585,0.001169591,0.311111111,0.002339181,0,0.052631579,0.079532164,0.431751
53,927,1,Spaarnwoude,7,1812,1857,10508,Spaarnwoude,oudsher,8-9-1857,1374,NA,7058,7140,Haarlem,62,NA,10791,49021,KD->21-10-1811->SPAARNWOUDE->13-06-1857-H&S,1374,Spaarnwoude,Spaarnwoude,NA,NA,0,8,9,1857,NA,NA,NA,Agglomeratie Haarlem,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,964,1,Zandvoort,7,1812,1942,10910,Zandvoort,oudsher,heden,473,473,7152,7110,Haarlem,61,21,9734,48555, ,473,Zandvoort,Zandvoort,NA,NA,0,NA,NA,2007,0,1,3794,Agglomeratie Haarlem,yes,13,51,67,5,0,2734,10,9,9,15,687,15,1,72,106,2806,2957,106,3688,3794,2.793885082,0.585229298,0.414770702,0.972061149,0.003524946,0.013828633,0.018167028,0.001355748,0,0.74132321,0.002711497,0.002440347,0.002440347,0.004067245,0.186279826,0.004067245,0.00027115,0.019522777,0.028741866,0.585229
55,968,1,Zuid-Schalkwijk,7,1815,1863,11394,Zuidschalkwijk,1-5-1817,22-9-1863,1241,NA,7061,7141,Haarlem,62,NA,10510,48477,KD->21-10-1811 SPAARNWOUDE->KB13-12-1815->ZELF->27-06-1863->HAARLEMMERLIEDE & SPAARNW,1241,Zuid-Schalkwijk,Zuid-Schalkwijk,1,5,1817,22,9,1863,NA,NA,NA,Agglomeratie Haarlem,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,207,1,Alkemade,8,1812,1942,10349,Alkemade,oudsher,heden,483,483,8006,8022,Leiden,72,25,10060,46775, ,483,Alkemade,Alkemade,NA,NA,0,NA,NA,2007,0,0,4842,Agglomeratie Leiden en Bollenstreek,yes,30,8,0,0,0,423,0,0,0,20,3831,0,0,506,24,929,987,24,4818,4842,0.495662949,0.651049381,0.348950619,0.995043371,0.00622665,0.00166044,0,0,0,0.087795766,0,0,0,0.0041511,0.795143213,0,0,0.105022831,0.00498132,0.651049
57,233,1,De Vennip,8,1818,1855,10541,De Vennip,1-4-1817,15-8-1855,1385,NA,0,8191,Leiden,68,NA,10189,47800,Niet in de steekproef opgenomen / was te laat gevonden en te onbeduidend,1385,De Vennip,De Vennip,1,4,1817,15,8,1855,NA,NA,NA,Agglomeratie Leiden en Bollenstreek,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,270,1,Hillegom,8,1812,1942,11236,Hillegom,oudsher,heden,534,534,8122,8012,Leiden,68,25,9970,47877, ,534,Hillegom,Hillegom,NA,NA,0,NA,NA,2007,0,1,7976,Agglomeratie Leiden en Bollenstreek,yes,102,63,34,7,0,2562,8,1,70,9,4263,0,0,715,142,3277,3492,142,7834,7976,1.780341023,0.411735723,0.588264277,0.98219659,0.013020168,0.008041869,0.004340056,0.000893541,0,0.327035997,0.00102119,0.000127649,0.00893541,0.001148838,0.544166454,0,0,0.091268828,0.018126117,0.411736
59,282,1,Katwijk,8,1812,1942,10707,Katwijk,oudsher,heden,537,537,8125,8017,Leiden,69,25,8775,46748, ,537,Katwijk,Katwijk,NA,NA,0,NA,NA,2007,83,0,10417,Agglomeratie Leiden en Bollenstreek,yes,11,9,15,0,1,8096,0,6,10,15,803,8,0,1360,83,9456,9507,83,10334,10417,0.796774503,0.637133501,0.362866499,0.992032255,0.001064447,0.000870912,0.001451519,0,9.68E-05,0.783433327,0,0.000580608,0.00096768,0.001451519,0.077704664,0.000774144,0,0.131604413,0.00803174,0.637134
60,298,1,Leiden,8,1812,1942,10702,Leiden,oudsher,heden,546,546,8136,8020,Leiden,70,25,9380,46324, ,546,Leiden,Leiden,NA,NA,0,NA,NA,2007,1139,1,58253,Agglomeratie Leiden en Bollenstreek,yes,597,534,1346,35,2,30273,332,65,946,1122,15040,423,12,4295,3231,34568,38204,3231,55022,58253,5.546495459,0.385147966,0.614852034,0.944535045,0.010850205,0.009705209,0.024462942,0.000636109,3.63E-05,0.550198103,0.00603395,0.001181346,0.017193123,0.020391843,0.273345207,0.007687834,0.000218095,0.078059685,0.058721966,0.385148
61,299,1,Leiderdorp,8,1812,1942,10058,Leiderdorp,oudsher,heden,547,547,8137,8021,Leiden,71,25,9647,46338, ,547,Leiderdorp,Leiderdorp,NA,NA,0,NA,NA,2007,0,0,2357,Agglomeratie Leiden en Bollenstreek,yes,19,8,7,0,1,747,0,0,39,12,365,3,0,1127,29,1874,1921,29,2328,2357,1.230377599,0.362299394,0.637700606,0.987696224,0.008161512,0.003436426,0.003006873,0,0.000429553,0.320876289,0,0,0.016752577,0.005154639,0.156786942,0.00128866,0,0.484106529,0.012457045,0.362299
62,303,1,Lisse,8,1812,1942,10197,Lisse,oudsher,heden,553,553,8147,8013,Leiden,68,25,9720,47428, ,553,Lisse,Lisse,NA,NA,0,NA,NA,2007,0,1,5479,Agglomeratie Leiden en Bollenstreek,yes,256,30,7,0,0,1230,5,1,467,5,3212,3,0,230,33,1460,1758,33,5446,5479,0.60229969,0.410243517,0.589756483,0.993977003,0.047006978,0.00550863,0.001285347,0,0,0.225853838,0.000918105,0.000183621,0.08575101,0.000918105,0.589790672,0.000550863,0,0.042232831,0.006059493,0.410244
63,332,1,Noordwijk,8,1812,1942,10769,Noordwijk,oudsher,heden,575,575,8173,8010,Leiden,68,25,9232,47543, ,575,Noordwijk,Noordwijk,NA,NA,0,NA,NA,2007,118,0,6302,Agglomeratie Leiden en Bollenstreek,yes,61,18,35,0,0,1907,0,0,18,15,3243,1,0,930,74,2837,2966,74,6228,6302,1.174230403,0.387347226,0.612652774,0.988257696,0.009794477,0.002890173,0.005619782,0,0,0.306197816,0,0,0.002890173,0.002408478,0.520712909,0.000160565,0,0.149325626,0.011881824,0.387347
64,333,1,Noordwijkerhout,8,1812,1942,11134,Noordwijkerhout,oudsher,heden,576,576,8174,8011,Leiden,68,25,9492,47636, ,576,Noordwijkerhout,Noordwijkerhout,NA,NA,0,NA,NA,2007,0,1,2941,Agglomeratie Leiden en Bollenstreek,yes,29,3,12,0,0,388,2,0,3,4,2475,3,0,2,20,390,438,20,2921,2941,0.680040802,0.735704137,0.264295863,0.993199592,0.009928107,0.001027046,0.004108182,0,0,0.132831222,0.000684697,0,0.001027046,0.001369394,0.847312564,0.001027046,0,0.000684697,0.00684697,0.735704
65,337,1,Oegstgeest,8,1812,1942,10287,Oegstgeest,oudsher,heden,579,579,8177,8019,Leiden,71,25,9253,46548, ,579,Oegstgeest,Oegstgeest,NA,NA,0,NA,NA,2007,0,0,4502,Agglomeratie Leiden en Bollenstreek,yes,101,46,69,3,0,1980,5,4,64,23,1357,23,8,629,190,2609,2851,190,4312,4502,4.220346513,0.332364743,0.667635257,0.957796535,0.023423006,0.010667904,0.016001855,0.000695733,0,0.459183673,0.001159555,0.000927644,0.014842301,0.005333952,0.314703154,0.005333952,0.001855288,0.145871985,0.04406308,0.332368
66,368,1,Rijnsburg,8,1812,1942,11118,Rijnsburg,oudsher,01.01.2006,602,602,8226,8008,Leiden,69,25,9069,46838, ,602,Rijnsburg,Rijnsburg,NA,NA,0,1,1,2005,0,0,3058,Agglomeratie Leiden en Bollenstreek,yes,2,4,1,0,0,1410,0,1,0,0,114,1,0,1514,11,2924,2931,11,3047,3058,0.35971223,0.462431964,0.537568036,0.996402878,0.000656383,0.001312767,0.000328192,0,0,0.462750246,0,0.000328192,0,0,0.03741385,0.000328192,0,0.496882179,0.003610108,0.462432
67,376,1,Sassenheim,8,1812,1942,10612,Sassenheim,oudsher,01.01.2006,604,604,8228,8015,Leiden,68,25,9525,47012, ,604,Sassenheim,Sassenheim,NA,NA,0,1,1,2005,0,0,2945,Agglomeratie Leiden en Bollenstreek,yes,22,5,2,2,0,852,0,0,12,4,1377,1,0,648,20,1500,1535,20,2925,2945,0.679117148,0.355627438,0.644372562,0.993208829,0.007521368,0.001709402,0.000683761,0.000683761,0,0.291282051,0,0,0.004102564,0.001367521,0.470769231,0.00034188,0,0.221538462,0.006837607,0.355627
68,402,1,Valkenburg (ZH),8,1818,1942,10028,Valkenburg [ZH],1-4-1817,01.01.2006,619,619,8253,8102,Leiden,69,25,8904,46507, ,619,Valkenburg (ZH),Valkenburg (ZH),1,4,1817,1,1,2005,0,0,693,Agglomeratie Leiden en Bollenstreek,yes,2,1,0,0,0,506,0,0,1,1,59,0,0,120,3,626,630,3,690,693,0.432900433,0.575349716,0.424650284,0.995670996,0.002898551,0.001449275,0,0,0,0.733333333,0,0,0.001449275,0.001449275,0.085507246,0,0,0.173913043,0.004347826,0.57535
69,410,1,Voorhout,8,1818,1942,10017,Voorhout,1-4-1817,01.01.2006,625,625,8263,8014,Leiden,68,25,9371,47126, ,625,Voorhout,Voorhout,1,4,1817,1,1,2005,0,1,2125,Agglomeratie Leiden en Bollenstreek,yes,0,0,0,0,0,196,0,0,1,0,1852,0,0,76,0,272,272,0,2125,2125,0,0.769350201,0.230649799,1,0,0,0,0,0,0.092235294,0,0,0.000470588,0,0.871529412,0,0,0.035764706,0,0.76935
70,411,1,Voorschoten,8,1812,1942,10537,Voorschoten,oudsher,heden,626,626,8264,8033,Rand Den Haag,71,25,8959,46077, ,626,Voorschoten,Voorschoten,NA,NA,0,NA,NA,2007,99,1,3307,Agglomeratie Leiden en Bollenstreek,yes,42,19,10,2,0,1323,4,0,43,22,1276,2,0,511,53,1834,1929,53,3254,3307,1.602661022,0.344166076,0.655833924,0.98397339,0.012907191,0.005838967,0.003073141,0.000614628,0,0.406576521,0.001229256,0,0.013214505,0.00676091,0.39213276,0.000614628,0,0.157037492,0.016287646,0.344166
71,413,1,Vrije en Lage Boekhorst,8,1818,1855,10767,Vrije en Lage Boekhorst,1-4-1817,15-8-1855,1390,NA,8942,8247,Leiden,72,NA,9793,46769, ,1390,Vrije en Lage Boekhorst,Vrije en Lage Boekhorst,1,4,1817,15,8,1855,NA,NA,NA,Agglomeratie Leiden en Bollenstreek,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,417,1,Warmond,8,1812,1942,10204,Warmond,oudsher,01.01.2006,628,628,8269,8016,Leiden,71,25,9586,46815, ,628,Warmond,Warmond,NA,NA,0,1,1,2005,0,1,1923,Agglomeratie Leiden en Bollenstreek,yes,1,1,6,0,0,497,0,0,3,5,1367,1,0,39,3,536,549,3,1920,1923,0.15600624,0.574352214,0.425647786,0.998439938,0.000520833,0.000520833,0.003125,0,0,0.258854167,0,0,0.0015625,0.002604167,0.711979167,0.000520833,0,0.0203125,0.0015625,0.574352
73,429,1,Zoeterwoude,8,1812,1942,11074,Zoeterwoude,oudsher,heden,638,638,8285,8032,Leiden,71,25,9445,45886, ,638,Zoeterwoude,Zoeterwoude,NA,NA,0,NA,NA,2007,0,0,4068,Agglomeratie Leiden en Bollenstreek,yes,35,16,44,2,0,899,0,0,12,34,2490,13,0,394,129,1293,1424,129,3939,4068,3.171091445,0.462010563,0.537989437,0.968289086,0.008885504,0.004061945,0.011170348,0.000507743,0,0.228230515,0,0,0.003046458,0.008631632,0.632140137,0.00330033,0,0.100025387,0.032749429,0.462011
74,2157,1,Teylingen,8,-1,-1,10017,Teylingen,01.01.2006,heden,1525,NA,NA,NA, ,NA,NA,NA,NA, ,1525,Teylingen,Teylingen,1,1,2006,NA,NA,2007,NA,1,NA,Agglomeratie Leiden en Bollenstreek,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,817,1,Bergen (NH),7,1812,1942,11424,Bergen [NH],oudsher,heden,373,373,7025,7086,Alkmaar,55,19,10794,52003, ,373,Bergen (NH),Bergen (NH),NA,NA,0,NA,NA,2007,0,0,2236,Alkmaar e.o.,yes,1,17,9,0,0,770,0,2,3,1,1356,2,3,26,46,796,824,46,2190,2236,2.057245081,0.507224829,0.492775171,0.979427549,0.000456621,0.007762557,0.004109589,0,0,0.351598174,0,0.000913242,0.001369863,0.000456621,0.619178082,0.000913242,0.001369863,0.011872146,0.021004566,0.507227
76,827,1,Broek op Langendijk,7,1812,1941,10955,Broek op Langendijk,oudsher,01.08.1941,1031,NA,7087,7046,Alkmaar,53,NA,11516,52119, ,1031,Broek op Langendijk,Broek op Langendijk,NA,NA,0,1,8,1941,0,1,2089,Alkmaar e.o.,yes,168,33,1,0,0,953,1,1,1,2,96,0,0,707,126,1660,1864,126,1963,2089,6.031594064,0.375410453,0.624589547,0.939684059,0.085583291,0.016811004,0.000509424,0,0,0.485481406,0.000509424,0.000509424,0.000509424,0.001018849,0.048904738,0,0,0.360163016,0.064187468,0.37541
77,839,1,Egmond,7,-1,-1,10421,Egmond,01.07.1978,01.01.2001,357,357,0,7085,Alkmaar,55,19,10577,51284, ,357,Egmond,Egmond,1,7,1978,1,1,2000,NA,NA,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,840,1,Egmond aan Zee,7,1812,1942,10421,Egmond aan Zee,oudsher,01.07.1978,386,386,7040,7007,Alkmaar,55,19,10324,51489, ,386,Egmond aan Zee,Egmond aan Zee,NA,NA,0,1,7,1978,0,0,2838,Alkmaar e.o.,yes,50,19,22,6,0,665,2,1728,4,4,321,1,0,4,12,669,770,12,2826,2838,0.422832981,0.442594771,0.557405229,0.99577167,0.017692852,0.006723284,0.007784855,0.002123142,0,0.235314933,0.000707714,0.611464968,0.001415428,0.001415428,0.11358811,0.000353857,0,0.001415428,0.004246285,0.442595
79,841,1,Egmond-Binnen,7,1812,1942,10989,Egmond-Binnen,oudsher,01.07.1978,387,387,7041,7085,Alkmaar,55,19,10577,51284, ,387,Egmond-Binnen,Egmond-Binnen,NA,NA,0,1,7,1978,0,0,1753,Alkmaar e.o.,yes,2,10,3,0,0,298,0,18,3,2,1383,0,0,22,12,320,337,12,1741,1753,0.684540787,0.660631306,0.339368694,0.993154592,0.001148765,0.005743825,0.001723148,0,0,0.171165997,0,0.010338886,0.001723148,0.001148765,0.794371051,0,0,0.012636416,0.00689259,0.660631
80,847,1,Groet,7,1815,1833,10200,Groet,1-5-1817,1-1-1834,1323,NA,7904,7147,Alkmaar,55,NA,10736,52715,KD->1811->SCHOORL->KB->1815->ZELF->KB->1833->SCHOORL,1323,Groet,Groet,1,5,1817,1,1,1833,NA,NA,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,857,1,Heerhugowaard,7,1812,1942,10752,Heerhugowaard,oudsher,heden,398,398,7071,7058,Alkmaar,53,19,11729,52105, ,398,Heerhugowaard,Heerhugowaard,NA,NA,0,NA,NA,2007,0,1,3320,Alkmaar e.o.,yes,19,61,4,1,0,1226,0,0,1,2,1804,0,0,112,90,1338,1425,90,3230,3320,2.710843373,0.457604309,0.542395691,0.972891566,0.005882353,0.018885449,0.00123839,0.000309598,0,0.379566563,0,0,0.000309598,0.000619195,0.558513932,0,0,0.034674923,0.027863777,0.457604
82,858,1,Heiloo,7,1812,1942,10793,Heiloo,oudsher,heden,399,399,7072,7083,Alkmaar,55,19,10975,51295, ,399,Heiloo,Heiloo,NA,NA,0,NA,NA,2007,0,1,2299,Alkmaar e.o.,yes,6,36,15,2,0,877,0,0,8,9,1193,0,0,86,67,963,1031,67,2232,2299,2.91431057,0.441902404,0.558097596,0.970856894,0.002688172,0.016129032,0.00672043,0.000896057,0,0.392921147,0,0,0.003584229,0.004032258,0.534498208,0,0,0.038530466,0.030017921,0.441902
83,871,1,Koedijk,7,1812,1942,10510,Koedijk,oudsher,01.10.1972,410,410,7120,7047,Alkmaar,55,19,11249,52009, ,410,Koedijk,Koedijk,NA,NA,0,1,10,1972,0,0,1505,Alkmaar e.o.,yes,11,35,1,0,0,911,0,2,0,5,352,0,0,78,110,989,1041,110,1395,1505,7.3089701,0.493973613,0.506026387,0.926910299,0.007885305,0.025089606,0.000716846,0,0,0.653046595,0,0.001433692,0,0.003584229,0.252329749,0,0,0.055913978,0.078853047,0.493974
84,877,1,Langedijk,7,1941,1942,10955,Langedijk,01.08.1941,heden,416,416,0,7046,Alkmaar,53,19,11516,52119, ,416,Langedijk,Langedijk,1,8,1941,NA,NA,2007,NA,1,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,902,1,Oterleek,7,1815,1942,10133,Oterleek,1-5-1817,01.08.1970,434,434,7113,7053,Alkmaar,56,19,11735,51532,KD->21-10-1811->HEERHUGOWAARD->13-12-1815->ZELF,434,Oterleek,Oterleek,1,5,1817,1,8,1970,0,0,701,Alkmaar e.o.,yes,0,34,2,1,0,538,0,1,0,1,110,0,0,0,14,538,576,14,687,701,1.997146933,0.641370514,0.358629486,0.980028531,0,0.049490539,0.002911208,0.001455604,0,0.783114993,0,0.001455604,0,0.001455604,0.160116448,0,0,0,0.020378457,0.641371
86,906,1,Oudkarspel,7,1812,1941,11051,Oudkarspel,oudsher,01.08.1941,1146,NA,7084,7043,Alkmaar,53,NA,11410,52462, ,1146,Oudkarspel,Oudkarspel,NA,NA,0,1,8,1941,0,0,1804,Alkmaar e.o.,yes,15,67,11,29,0,1175,0,0,1,0,366,1,0,40,99,1215,1337,99,1705,1804,5.487804878,0.523510806,0.476489194,0.945121951,0.008797654,0.039296188,0.006451613,0.017008798,0,0.68914956,0,0,0.00058651,0,0.214662757,0.00058651,0,0.023460411,0.058064516,0.523511
87,907,1,Oudorp (NH),7,1815,1942,10363,Oudorp,1-5-1817,01.10.1972,438,438,7005,7048,Alkmaar,55,19,11394,51565,KD->21-10-1811->BROEK OP LANGENDIJK->KB->13-12-1815->ZELF,438,Oudorp (NH),Oudorp (NH),1,5,1817,1,10,1972,0,0,817,Alkmaar e.o.,yes,1,2,0,0,0,218,0,0,0,2,577,0,0,12,5,230,235,5,812,817,0.611995104,0.577249509,0.422750491,0.993880049,0.001231527,0.002463054,0,0,0,0.268472906,0,0,0,0.002463054,0.710591133,0,0,0.014778325,0.006157635,0.57725
88,918,1,Schermer,7,-1,-1,10308,Schermer,01.08.1970,heden,458,458,0,7118,Alkmaar,65,24,13045,47831, ,458,Schermer,Schermer,1,8,1970,NA,NA,2007,NA,NA,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,919,1,Schermerhorn,7,1812,1942,10308,Schermerhorn,oudsher,01.08.1970,443,443,7114,7049,Alkmaar,56,19,11990,51259, ,443,Schermerhorn,Schermerhorn,NA,NA,0,1,8,1970,0,0,1009,Alkmaar e.o.,yes,0,36,4,0,0,681,0,0,0,3,234,0,0,18,33,699,742,33,976,1009,3.270564916,0.546058267,0.453941733,0.967294351,0,0.036885246,0.004098361,0,0,0.697745902,0,0,0,0.00307377,0.239754098,0,0,0.018442623,0.033811475,0.546058
90,920,1,Schoorl,7,1812,1942,10627,Schoorl,oudsher,01.01.2001,444,444,7117,7087,Alkmaar,55,19,10695,52483, ,444,Schoorl,Schoorl,NA,NA,0,1,1,2000,0,0,1379,Alkmaar e.o.,yes,0,30,2,0,0,759,0,3,0,0,522,0,0,18,45,777,809,45,1334,1379,3.263234228,0.47753597,0.52246403,0.967367658,0,0.022488756,0.00149925,0,0,0.568965517,0,0.002248876,0,0,0.391304348,0,0,0.013493253,0.033733133,0.477536
91,924,1,Sint Pancras,7,1815,1942,10513,Sint Pancras,1-5-1817,01.01.1990,446,446,7119,7009,Alkmaar,53,19,11423,51948,KD->21-10-1811->BROEK OP LANGEDIJK->KB->31-12-1815->ZELF,446,Sint Pancras,Sint Pancras,1,5,1817,1,1,1989,0,1,937,Alkmaar e.o.,yes,0,5,2,0,0,656,0,0,0,0,74,0,0,117,83,773,780,83,854,937,8.858057631,0.616372053,0.383627947,0.911419424,0,0.005854801,0.00234192,0,0,0.768149883,0,0,0,0,0.086651054,0,0,0.137002342,0.097189696,0.616372
92,936,1,Veenhuizen,7,1815,1854,10718,Veenhuizen,1-5-1817,31-5-1854,1384,NA,7907,7148,Alkmaar,54,NA,12065,52355,KD->21-10-1811->HEERHUGOWAARD->KB-13-12-1815->Z->HEERHUGOWAARD,1384,Veenhuizen,Veenhuizen,1,5,1817,31,5,1854,NA,NA,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,955,1,Wimmenum,7,1817,1857,10725,Wimmenum,1-5-1817,8-9-1857,1397,NA,7042,7151,Alkmaar,55,NA,10597,51627,KD->21-10-1811->BERGEN->13-12-1815->Z->13-06-1857->EGMOND-BINNEN 1-1-1817 AKTEN,1397,Wimmenum,Wimmenum,1,5,1817,8,9,1857,NA,NA,NA,Alkmaar e.o.,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,961,1,Alkmaar,7,1812,1942,10527,Alkmaar,oudsher,heden,361,361,7004,7084,Alkmaar,55,19,11116,51415, ,361,Alkmaar,Alkmaar,NA,NA,0,NA,NA,2007,697,1,21084,Alkmaar e.o.,yes,91,694,541,45,1,8990,254,21,209,280,8309,16,0,573,1060,9563,11215,1060,20024,21084,5.027509012,0.376994241,0.623005759,0.94972491,0.004544547,0.03465841,0.027017579,0.002247303,4.99E-05,0.448961247,0.012684778,0.001048742,0.010437475,0.01398322,0.414952058,0.000799041,0,0.028615661,0.052936476,0.376994
95,967,1,Zuid- en Noord-Schermer,7,1812,1942,11311,Zuid- en Noord-Schermer,oudsher,01.08.1970,474,474,7115,7060,Alkmaar,56,19,11711,51136,21-10-1811 NIEUWE GEMEENTE UIT ZUID-SCHERMER EN NOORD-SCHERMER,474,Zuid- en Noord-Schermer,Zuid- en Noord-Schermer,NA,NA,0,1,8,1970,0,0,979,Alkmaar e.o.,yes,0,40,9,0,0,833,0,0,5,2,47,0,0,10,33,843,894,33,946,979,3.370786517,0.779858668,0.220141332,0.966292135,0,0.042283298,0.009513742,0,0,0.880549683,0,0,0.005285412,0.002114165,0.049682875,0,0,0.010570825,0.034883721,0.779859
96,969,1,Zuid-Scharwoude,7,1815,1941,10159,Zuid-Scharwoude,1-5-1817,01.08.1941,1238,NA,7086,7045,Alkmaar,53,NA,11543,52266,KD->21-11-1811->Z&N SCHARWOUDE->KB->13-12-1815->ZELF,1238,Zuid-Scharwoude,Zuid-Scharwoude,1,5,1817,1,8,1941,0,0,1658,Alkmaar e.o.,yes,0,64,1,0,0,816,0,0,3,1,654,0,0,67,52,883,949,52,1606,1658,3.136308806,0.42732344,0.57267656,0.968636912,0,0.03985056,0.000622665,0,0,0.508094645,0,0,0.001867995,0.000622665,0.407222914,0,0,0.041718555,0.03237858,0.427323
97,973,1,Noord- en Zuid-Scharwoude,7,1812,1816,10159,Scharwoude [Langendijk],oudsher,1-5-1817,NA,NA,0,NA,Alkmaar,NA,NA,11543,52266,AKTEN IN NOORD-SCHARWOUDE; VERENIGING AKTEN 1811 T/M 1816 SCHARWOUDE KWARTIER ALKMAAR,NA,Noord- en Zuid-Scharwoude,Noord- en Zuid-Scharwoude,NA,NA,0,1,5,1817,NA,NA,NA,Alkmaar e.o.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1803,1,Afferden,5,1811,1817,11015,Afferden [Ge],oudsher,1-1-1818,NA,NA,5917,NA,Achterhoek,NA,NA,0,0,AFFERDEN+DEEST,9908,Afferden,Afferden,NA,NA,0,1,1,1817,NA,NA,NA,Arnhem/Nijmegen,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1808,1,Angerlo,5,1811,1942,11131,Angerlo,oudsher,01.01.2005,199,199,5003,5067,Zutphen-Rheden,26,15,20282,44525, ,199,Angerlo,Angerlo,NA,NA,0,1,1,2004,0,0,2196,Arnhem/Nijmegen,yes,636,0,361,1,1,1031,0,0,6,4,3916,0,0,2646,3,3677,4680,3,8602,8605,0.034863451,0.32345965,0.67654035,0.999651365,0.073936294,0,0.041966984,0.000116252,0.000116252,0.119855847,0,0,0.000697512,0.000465008,0.455242967,0,0,0.307602883,0.000348756,0.32346
100,1811,1,Arnhem,5,1811,1942,10795,Arnhem,oudsher,heden,202,202,5006,5095,Arnhem,35,15,18878,44635, ,202,Arnhem,Arnhem,NA,NA,0,NA,NA,2007,2012,1,64019,Arnhem/Nijmegen,yes,0,649,0,53,0,26875,1274,19,504,903,500,142,8,0,3532,26875,28480,3532,30927,34459,10.24986216,0.758670511,0.241329489,0.897501378,0,0.0209849,0,0.001713713,0,0.868981796,0.041193779,0.00061435,0.01629644,0.029197788,0.016167103,0.004591457,0.000258674,0,0.114204417,0.758671
